happylife,obama,democratic,republican,supremecourt,africandisc,hispanicdisc,discgaylesbian ,discwomen,discmuslimam,finances,gaymarriage,gayadaptchild,howoftenvote,party,ideology,gender,maritalstatus,martialstatusr,sexualorientation,transgender,lgbtstatus,agelgbtdoubt,agelgbtsure,friendlgbt,toldmomlgbt,difficultmom,aftertoldmom,tolddadlgbt,difficultdad,aftertolddad,toldfriendlgbt,agecategory,agecategoryr,education,educationr,ethnicity,householdhead,householdsize,residence,income2012,religion,religionimportance,christian,lgbtproblems,lgbtsocialacceptance,lgbtacceptancetenyearsago,lgbttenyearsfromnow,lgbtdemocrat,lgbtrepublican,lgbtobama,lgbtentertainment,lgbtmedia,lgbtprofsport,lgbtmilitrary,\lgbtfriendly,lgbtfriendlyp,lgbtacceptone,lgbtaccepttwo,lgbtacceptthree,lgbtacceptfour,lgbtacceptfive,lgbtacceptsix,lgbtaccepttotal,lgbtacceptp,gaysocaccept,lesbiansocaccept,bimensocaccept,biwomensocaccept,transgendersocacc,lgbtsocaccepttotal,lgbtsocacceptp,lgbtfriendly1,lgbtfriendly2,lgbtfriendly2,lgbtfriendly4,lgbtfriendly5,lgbtfriendly6,lgbtfriendlytotal,lgbtfriendlytotalp,religeousconflict,religeousconflictlevel,lgbtaccepttown,livelgbtneighborhood,closefriendlgbt,lgbtpolicy1,lgbtpolicy2,lgbtpolicy3,lgbtpolicy4,lgbtpolicy5,lgbtpolicy6,lgbtpolicy7,lgbtpolicytotal,lgbtpolicyp,physicalattack,slursjokes,poorservice,churchunwelcome,unfairemployment,rejectfamily,lgbtdiscrimination,lgbtdiscriminationp,lgbtsuppoort1,lgbtsupport2,lgbtsupport3,lgbtsupport4,lgbtsupport5,lgbtsupport6,lgbtsupporttotal,lgbtsupportp,lgbtsocialnetwork,reveallgbtsocialnetwork,liketomarry,relationtype,legalcivilunion,childguardian,havechildunder18,spousechildrenunder18,childinyourhome,liketohavechild,employment,workplaceacceptance,workplaceknoworientation,Usborn,minorinhousehold
not too happy,very unfavorable,very unfavorable,very unfavorable,mostly unfavorable, some, some, a lot, some, a lot,good,strongly oppose,strongly oppose,nearly always,democrat,liberal,male,never married,alone,gay,no,males,8,13,22,no,NA,NA,no,NA,NA,yes,thirty five to fourty four,thirty five to fourty four,bachelor or higher,bachelor or higher,white,yes,4,own,hundred to hundred fifty,nothing,not too  important,yes,bullying,none at all,none at all,none at all,3,1,3,3,2,1,2,15,57,3,3,3,3,3,1,16,83,3,3,3,3,2,14,90,1,1,3,1,1,2,9,25,no,NA,a lot,no,all or most,2,2,2,2,2,1,2,13,29,2,2,1,1,1,2,9,25,3,3,3,2,2,1,14,67,not regularly,yes,yes,NA,NA,no,NA,NA,NA,not sure,full time,very accepting,most or all,yes,no
happy,mostly unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, some, some, some,NA,oppose,oppose,always,democrat,liberal,male,never married,alone,gay,no,males,5,8,16,no,NA,NA,no,NA,NA,yes,thirty five to fourty four,thirty five to fourty four,bachelor or higher,bachelor or higher,Other,yes,2,own,more than hundred fifty,catholic,not too  important,NA,discrimination,only a little,none at all,none at all,3,1,3,3,3,2,2,17,71,2,3,3,3,3,2,16,83,1,1,3,3,2,10,50,1,1,1,1,1,1,6,0,yes,a little,a lot,yes,some,2,1,2,2,1,2,2,12,24,1,1,1,1,1,1,6,0,1,1,1,1,1,1,6,0,not regularly,no,yes,NA,NA,no,NA,NA,NA,yes,full time,very accepting,a few,no,no
not too happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, a lot, a lot, a lot, a lot, a lot,only fair,strongly oppose,strongly oppose,nearly always,democrat,liberal,female,never married,alone,lesbian,no,females,4,19,19,yes,no,no change,yes,no,no change,yes,twenty five to thirty four,twenty five to thirty four,bachelor or higher,bachelor or higher,NA,yes,3,own,twenty to thirty,nothing,somewhat important,yes,discrimination,only a little,only a little,none at all,2,1,3,3,2,1,2,14,50,3,3,3,3,3,3,18,100,3,1,2,3,2,11,60,2,1,1,1,1,2,8,17,yes,a little,some,no,some,2,2,1,1,2,1,1,10,14,2,3,1,1,3,2,12,50,3,2,3,2,3,3,16,83,not regularly,yes,yes,NA,NA,no,NA,NA,NA,no,full time,somewhat accepting,some,yes,no
happy,very unfavorable,mostly unfavorable,very unfavorable,very unfavorable, a lot, a lot, a lot, a lot, a lot,good,strongly oppose,strongly oppose,always,independent,very liberal,male,living with partner,living with partner,bisexual,no,mostly females,15,30,45,no,NA,NA,no,NA,NA,no,fifty five to sixty four,fifty five to sixty four,some college,some college,white,yes,2,own,seventy five to hundred,agnostic,not at all mportant,NA,acceptance,only a little,none at all,none at all,3,1,3,3,2,1,3,16,64,3,3,3,3,2,2,16,83,3,1,1,1,3,9,40,1,1,2,1,1,1,7,8,no,NA,some,no,a few,2,1,1,2,1,2,2,11,19,1,1,1,1,1,1,6,0,1,1,1,1,1,1,6,0,regularly,yes,no,NA,no,yes,no,no,NA,NA,full time,not so  accepting,none,yes,no
not too happy,very unfavorable,very unfavorable,mostly unfavorable,very unfavorable, some, some, some, some, a lot,good,oppose,oppose,nearly always,republican,moderate,female,married,married,trans gender,yes,mostly males,NA,25,30,yes,yes,stronger,yes,yes,grew stronger,yes,forty five to fifty four,forty five to fifty four,high school,high school,white,yes,3,own,fifty to seventy five,agnostic,not at all mportant,NA,NA,only a little,only a little,none at all,1,3,3,2,3,2,3,17,71,2,3,3,1,2,2,13,58,3,3,3,1,1,11,60,1,1,1,1,1,1,6,0,no,NA,a little,no,some,1,1,2,2,2,2,2,12,24,1,2,2,1,2,1,9,25,2,2,3,2,2,1,12,50,not regularly,NA,NA,legally married,NA,yes,no,no,NA,NA,full time,somewhat accepting,some,yes,no
happy,mostly unfavorable,mostly unfavorable,very unfavorable,very unfavorable,NA,NA,NA,NA,NA,good,oppose,oppose,sometimes,democrat,moderate,female,divorced,alone,bisexual,no,mostly males,17,18,30,no,NA,NA,yes,no,no change,yes,twenty five to thirty four,twenty five to thirty four,high school,high school,NA,no,3,own,thirty to forty,other,very important,no,acceptance,only a little,only a little,only a little,3,1,3,3,3,2,2,17,71,2,2,3,3,3,2,15,75,2,3,2,3,2,12,70,1,1,2,1,1,1,7,8,no,NA,a little,no,some,1,2,2,1,2,2,1,11,19,1,1,1,1,1,1,6,0,3,1,1,1,1,1,8,17,not regularly,yes,yes,NA,NA,no,NA,NA,NA,yes,full time,very accepting,a few,yes,no
not too happy,mostly unfavorable,very unfavorable,very unfavorable,very unfavorable, some, some, some, some, some,only fair,strongly oppose,strongly oppose,always,NA,very liberal,male,never married,alone,gay,no,males,12,17,17,yes,yes,stronger,yes,yes,grew stronger,yes,fifty five to sixty four,fifty five to sixty four,some college,some college,white,yes,2,own,less than twenty,agnostic,not at all mportant,NA,legal rights,only a little,none at all,none at all,3,1,3,3,2,1,1,14,50,3,3,3,3,3,1,16,83,3,3,3,3,1,13,80,1,2,2,1,1,1,8,17,no,NA,a lot,no,some,1,2,2,1,2,2,1,11,19,2,3,1,1,1,1,9,25,2,2,2,2,3,1,12,50,not regularly,yes,no,NA,NA,no,NA,NA,NA,no,part time,very accepting,most or all,yes,no
happy,very unfavorable,very unfavorable,very unfavorable,very unfavorable, some, some, some, some, some,good,oppose,oppose,nearly always,independent,very liberal,male,married,married,bisexual,no,mostly females,18,25,30,yes,no,no change,no,NA,NA,yes,thirty five to fourty four,thirty five to fourty four,some college,some college,Hispanic,yes,3,own,hundred to hundred fifty,catholic,very important,NA,discrimination,only a little,only a little,only a little,2,1,2,3,2,1,1,12,36,3,3,3,2,2,3,16,83,2,1,2,1,1,7,20,1,1,1,1,1,1,6,0,yes,a lot,a lot,no,a few,1,2,2,1,2,2,2,12,24,1,1,1,1,1,3,8,17,1,2,1,1,1,1,7,8,not regularly,yes,NA,legally married,NA,yes,NA,yes,yes,NA,full time,somewhat accepting,none,yes,yes
happy,mostly unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, some, some, some,good,strongly oppose,strongly oppose,always,independent,moderate,male,living with partner,living with partner,gay,no,males,16,30,30,yes,yes,stronger,yes,yes,no change,yes,forty five to fifty four,forty five to fifty four,bachelor or higher,bachelor or higher,white,yes,2,own,hundred to hundred fifty,protestant,not too  important,NA,discrimination,only a little,none at all,none at all,3,1,3,3,3,1,2,16,64,3,3,3,3,3,2,17,92,1,3,3,3,2,12,70,1,1,3,1,1,3,10,33,no,NA,a lot,no,some,1,1,2,2,1,1,2,10,14,2,2,1,1,2,2,10,33,3,2,3,2,2,3,15,75,not regularly,yes,yes,NA,yes,no,NA,no,NA,no,full time,very accepting,most or all,yes,no
happy,mostly unfavorable,very unfavorable,very unfavorable,very unfavorable, some, some, a lot, some, some,only fair,oppose,strongly oppose,always,independent,liberal,female,married,married,bisexual,no,males and females,20,26,30,no,NA,NA,no,NA,NA,no,fifty five to sixty four,fifty five to sixty four,high school,high school,white,yes,2,own,fifty to seventy five,agnostic,not at all mportant,NA,discrimination,only a little,none at all,only a little,2,1,2,3,2,1,1,12,36,3,3,2,2,2,1,13,58,3,3,2,1,1,10,50,1,2,2,1,2,2,10,33,no,NA,some,no,all or most,2,2,2,2,2,2,2,14,33,1,1,2,1,1,1,7,8,1,1,1,1,1,1,6,0,not regularly,no,NA,legally married,NA,yes,no,no,NA,NA,full time,very accepting,some,yes,no
happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, a lot, a lot, a lot, a lot, a lot,poor,strongly oppose,strongly oppose,always,democrat,liberal,male,living with partner,living with partner,trans gender,yes,mostly females,NA,27,27,yes,yes,no change,yes,yes,no change,yes,twenty five to thirty four,twenty five to thirty four,bachelor or higher,bachelor or higher,Hispanic,yes,3,NA,twenty to thirty,protestant,very important,NA,acceptance,only a little,none at all,none at all,2,1,2,3,2,1,1,12,36,3,2,3,3,3,3,17,92,3,1,2,1,2,9,40,1,1,1,1,1,2,7,8,no,NA,a little,no,some,1,1,1,2,2,1,1,9,10,1,2,1,2,2,2,10,33,3,2,3,2,3,1,14,67,not regularly,yes,yes,NA,no,yes,yes,NA,yes,NA,part time,not so  accepting,a few,yes,yes
not too happy,very unfavorable,very unfavorable,very unfavorable,very unfavorable, a lot, a lot, some, some, a lot,good,strongly oppose,strongly oppose,sometimes,independent,liberal,female,never married,alone,bisexual,no,males and females,8,18,18,no,NA,NA,no,NA,NA,yes,eighteen to twenty four,eighteen to twenty four,some college,some college,white,no,3,own,more than hundred fifty,nothing,not too  important,no,bullying,only a little,none at all,none at all,2,1,1,2,2,1,1,10,21,3,2,3,3,3,2,16,83,2,2,1,2,2,9,40,1,1,NA,NA,1,1,NA,NA,no,NA,some,yes,some,1,1,1,1,1,1,1,7,0,1,2,1,1,1,2,8,17,1,2,3,1,1,1,9,25,not regularly,no,not sure,NA,NA,no,NA,NA,NA,not sure,part time,somewhat accepting,none,yes,no
happy,mostly unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, some, some, some,poor,strongly oppose,strongly oppose,nearly always,independent,moderate,male,never married,alone,gay,no,males,8,15,9,no,NA,NA,yes,yes,grew stronger,yes,twenty five to thirty four,twenty five to thirty four,some college,some college,white,yes,4,own,less than twenty,protestant,somewhat important,NA,acceptance,only a little,none at all,none at all,3,1,3,3,3,1,1,15,57,2,2,3,2,3,2,14,67,3,1,3,1,2,10,50,2,2,1,1,1,2,9,25,no,NA,some,no,a few,1,2,1,1,2,1,2,10,14,1,2,1,2,1,1,8,17,1,1,2,1,2,1,8,17,not regularly,yes,not sure,NA,NA,no,NA,NA,NA,no,NA,NA,NA,yes,no
happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, a lot, a lot, a lot, a lot, a lot,good,strongly oppose,strongly oppose,always,democrat,moderate,male,never married,alone,gay,no,males,10,12,12,no,NA,NA,no,NA,NA,yes,seventy five plus,sixty five plus,some college,some college,white,yes,3,own,fifty to seventy five,catholic,not too  important,NA,acceptance,only a little,only a little,only a little,1,1,2,3,1,1,2,11,29,2,2,2,2,2,2,12,50,2,1,1,1,1,6,10,1,1,1,1,1,1,6,0,yes,a lot,none,no,a few,1,1,1,1,1,1,1,7,0,2,2,1,1,1,2,9,25,1,1,1,1,2,2,8,17,not regularly,yes,not sure,NA,NA,no,NA,NA,NA,NA,retired,NA,NA,yes,no
not too happy,mostly unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, a lot, some, a lot, some, some,only fair,strongly oppose,strongly oppose,always,democrat,moderate,male,widowed,alone,gay,no,males,10,16,18,yes,no,no change,yes,no,no change,yes,fifty five to sixty four,fifty five to sixty four,some college,some college,Hispanic,yes,2,own,thirty to forty,catholic,not too  important,NA,religeous rights,only a little,none at all,none at all,3,2,3,3,3,3,2,19,86,3,3,3,3,3,3,18,100,3,1,3,3,2,12,70,1,1,3,1,1,3,10,33,yes,a little,some,no,all or most,1,2,2,1,2,1,2,11,19,1,2,1,2,1,1,8,17,2,2,2,2,2,2,12,50,not regularly,NA,not sure,NA,NA,no,NA,NA,NA,no,retired,NA,NA,yes,no
happy,very unfavorable,very unfavorable,very unfavorable,very unfavorable, a lot, a lot, a lot, a lot, a lot,good,strongly oppose,strongly oppose,always,NA,very liberal,NA,never married,alone,bisexual,no,males,4,16,16,yes,yes,stronger,yes,yes,grew weaker,yes,forty five to fifty four,forty five to fifty four,some college,some college,white,yes,1,NA,twenty to thirty,catholic,somewhat important,NA,acceptance,only a little,none at all,none at all,3,1,3,3,3,1,1,15,57,3,2,3,3,3,2,16,83,3,3,3,3,3,15,100,1,1,1,1,1,3,8,17,yes,a lot,some,no,a few,1,1,1,1,1,1,2,8,5,2,3,1,3,2,3,14,67,3,3,2,2,1,3,14,67,regularly,NA,yes,NA,NA,no,NA,NA,NA,not sure,part time,very accepting,most or all,yes,no
happy,very unfavorable,very unfavorable,mostly unfavorable,very unfavorable, some, some, some, some, some,good,strongly oppose,strongly oppose,always,democrat,liberal,male,living with partner,living with partner,bisexual,no,mostly females,42,62,NA,NA,NA,NA,no,NA,NA,no,sixty five to seventy four,sixty five plus,some college,some college,white,yes,2,own,forty to fifty,agnostic,not too  important,NA,sterotyping,only a little,only a little,none at all,3,1,3,3,3,2,2,17,71,3,3,3,3,3,1,16,83,2,1,2,1,3,9,40,1,2,3,1,2,2,11,42,yes,a little,some,no,a few,1,1,1,1,2,2,1,9,10,1,1,1,1,1,1,6,0,1,1,1,2,1,1,7,8,not regularly,no,no,NA,no,yes,no,no,NA,NA,retired,NA,NA,yes,no
happy,mostly unfavorable,mostly unfavorable,very unfavorable,very unfavorable, some, a lot, a lot, some, a lot,only fair,strongly oppose,strongly oppose,always,democrat,very liberal,female,never married,alone,bisexual,no,mostly males,17,17,18,yes,no,no change,yes,no,no change,yes,eighteen to twenty four,eighteen to twenty four,some college,some college,white,no,1,own,less than twenty,nothing,not at all mportant,no,sterotyping,only a little,only a little,none at all,3,1,3,3,3,2,1,16,64,3,2,3,3,3,2,16,83,3,3,2,1,2,11,60,1,1,3,1,1,2,9,25,no,NA,a lot,no,some,1,1,1,2,1,2,2,10,14,1,1,1,1,1,1,6,0,1,3,3,1,1,2,11,42,regularly,yes,yes,NA,NA,no,NA,NA,NA,not sure,part time,not so  accepting,a few,yes,no
happy,mostly unfavorable,very unfavorable,very unfavorable,very unfavorable, some, a lot, a lot, some, a lot,only fair,strongly oppose,strongly oppose,always,independent,moderate,male,never married,alone,gay,no,mostly males,13,15,18,no,NA,NA,no,NA,NA,yes,twenty five to thirty four,twenty five to thirty four,some college,some college,Hispanic,yes,4,own,thirty to forty,NA,very important,yes,discrimination,none at all,none at all,none at all,2,1,2,3,3,1,1,13,43,1,2,2,2,3,2,12,50,3,3,2,2,2,12,70,1,1,1,1,1,1,6,0,yes,a lot,a little,no,none,2,1,1,1,1,2,2,10,14,1,1,3,1,1,1,8,17,1,1,1,1,3,1,8,17,not regularly,no,yes,NA,NA,no,NA,NA,NA,yes,full time,very accepting,none,yes,yes
not too happy,mostly unfavorable,very unfavorable,very unfavorable,very unfavorable, some, a lot, a lot, some, a lot,poor,strongly oppose,strongly oppose,seldom,NA,very liberal,male,living with partner,living with partner,gay,no,males,8,14,14,yes,yes,weaker,yes,yes,grew weaker,yes,twenty five to thirty four,twenty five to thirty four,high school,high school,NA,yes,2,own,twenty to thirty,nothing,very important,no,discrimination,only a little,only a little,only a little,1,1,2,1,2,1,1,9,14,2,1,2,2,2,1,10,33,2,2,3,1,2,10,50,1,1,1,1,1,1,6,0,no,NA,a little,no,a few,2,1,2,2,2,2,2,13,29,3,3,2,2,2,2,14,67,2,2,2,2,2,1,11,42,not regularly,NA,yes,NA,no,no,NA,no,NA,no,part time,somewhat accepting,most or all,yes,no
happy,very unfavorable,very unfavorable,very unfavorable,very unfavorable, a lot, some, some, a lot, some,only fair,oppose,oppose,nearly always,democrat,moderate,female,divorced,alone,bisexual,no,mostly males,11,17,NA,no,NA,NA,no,NA,NA,yes,thirty five to fourty four,thirty five to fourty four,some college,some college,Black,yes,2,own,twenty to thirty,protestant,somewhat important,NA,discrimination,only a little,none at all,none at all,1,1,2,3,2,2,1,12,36,2,2,2,2,2,3,13,58,2,3,2,3,2,12,70,1,1,1,1,1,1,6,0,yes,a little,some,no,some,2,2,2,1,2,2,2,13,29,3,3,2,3,2,3,16,83,1,1,1,1,2,1,7,8,not regularly,yes,yes,NA,NA,yes,no,NA,NA,NA,full time,somewhat accepting,none,yes,no
happy,mostly unfavorable,mostly unfavorable,very unfavorable,very unfavorable, some, some, a lot, some, some,only fair,strongly oppose,strongly oppose,seldom,independent,moderate,female,never married,alone,lesbian,no,females,10,15,17,no,NA,NA,no,NA,NA,yes,eighteen to twenty four,eighteen to twenty four,some college,some college,Hispanic,yes,4,own,twenty to thirty,protestant,somewhat important,NA,acceptance,none at all,none at all,none at all,2,1,2,3,2,2,1,13,43,3,3,3,3,3,2,17,92,3,1,3,1,3,11,60,2,1,1,1,1,2,8,17,yes,a little,a lot,yes,all or most,2,2,2,2,2,2,2,14,33,1,1,1,1,1,1,6,0,1,2,1,1,3,1,9,25,not regularly,no,not sure,NA,NA,no,NA,NA,NA,not sure,full time,somewhat accepting,most or all,yes,no
NA,very unfavorable,very unfavorable,mostly unfavorable,very unfavorable, some, some, a lot, some, some,excellent,strongly oppose,strongly oppose,always,republican,conservative,female,married,married,bisexual,no,mostly males,16,18,40,no,NA,NA,no,NA,NA,yes,fifty five to sixty four,fifty five to sixty four,high school,high school,white,yes,2,own,seventy five to hundred,other,not at all mportant,NA,acceptance,only a little,only a little,only a little,3,1,2,3,2,2,1,14,50,3,3,3,3,3,2,17,92,2,3,2,3,2,12,70,1,2,1,1,2,2,9,25,no,NA,a little,no,some,1,1,1,1,1,1,2,8,5,1,1,1,1,1,1,6,0,1,1,1,1,1,1,6,0,not regularly,no,NA,legally married,NA,no,NA,no,NA,no,retired,NA,NA,yes,no
happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, some, some, some,only fair,strongly oppose,strongly oppose,nearly always,independent,moderate,male,living with partner,living with partner,gay,no,mostly males,12,18,18,yes,no,no change,yes,no,no change,yes,fifty five to sixty four,fifty five to sixty four,high school,high school,white,yes,1,own,thirty to forty,nothing,not too  important,yes,legal rights,only a little,none at all,none at all,2,2,3,3,2,1,2,15,57,3,3,3,3,3,3,18,100,3,3,2,2,2,12,70,2,1,2,1,1,3,10,33,no,NA,some,no,some,2,1,2,1,1,2,2,11,19,1,2,1,1,1,1,7,8,1,1,1,1,2,2,8,17,not regularly,NA,not sure,NA,no,no,NA,no,NA,NA,retired,NA,NA,yes,no
not too happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, some, some, some,poor,strongly oppose,strongly oppose,always,democrat,liberal,male,married,married,gay,no,males,10,16,26,yes,yes,stronger,yes,yes,grew stronger,yes,forty five to fifty four,forty five to fifty four,high school,high school,white,yes,2,own,seventy five to hundred,protestant,somewhat important,NA,marital rights,none at all,none at all,none at all,3,1,3,3,3,2,3,18,79,3,3,3,2,3,2,16,83,1,1,3,3,2,10,50,1,1,1,1,1,2,7,8,no,NA,a lot,no,a few,2,1,2,2,1,2,1,11,19,1,1,1,1,1,1,6,0,1,1,1,1,1,1,6,0,not regularly,yes,NA,legally married,NA,no,NA,no,NA,not sure,full time,very accepting,most or all,yes,no
happy,very unfavorable,very unfavorable,very unfavorable,mostly unfavorable, a lot, some, some, some, some,poor,strongly oppose,strongly oppose,always,democrat,moderate,female,never married,alone,bisexual,no,mostly females,16,NA,NA,NA,NA,NA,NA,NA,NA,yes,forty five to fifty four,forty five to fifty four,less than high school,high school,Hispanic,yes,2,own,less than twenty,protestant,very important,NA,NA,none at all,none at all,none at all,3,1,3,3,2,3,2,17,71,3,3,3,3,3,3,18,100,1,1,1,1,3,7,20,2,2,1,1,2,1,9,25,no,NA,a lot,no,some,1,1,1,1,1,1,1,7,0,1,1,1,1,1,1,6,0,1,1,1,1,2,1,7,8,not regularly,no,not sure,NA,NA,yes,no,NA,NA,NA,part time,very accepting,most or all,yes,no
not too happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, a lot, some, a lot, some, a lot,excellent,strongly oppose,strongly oppose,always,democrat,liberal,female,living with partner,living with partner,lesbian,no,females,15,17,21,yes,no,stronger,yes,no,grew stronger,yes,fifty five to sixty four,fifty five to sixty four,bachelor or higher,bachelor or higher,Other,yes,3,own,hundred to hundred fifty,agnostic,not at all mportant,NA,discrimination,none at all,none at all,none at all,3,1,3,3,3,1,2,16,64,3,3,3,3,3,3,18,100,1,1,1,1,2,6,10,1,1,1,1,1,3,8,17,no,NA,a lot,no,some,1,1,2,2,2,2,2,12,24,1,2,1,1,1,2,8,17,3,3,3,3,3,3,18,100,regularly,yes,yes,NA,no,no,NA,yes,yes,no,full time,very accepting,most or all,no,no
not too happy,very unfavorable,very unfavorable,very unfavorable,mostly unfavorable, some, some, a lot, a lot, some,poor,oppose,oppose,seldom,independent,conservative,male,divorced,alone,bisexual,no,mostly males,16,22,35,no,NA,NA,NA,NA,NA,yes,fifty five to sixty four,fifty five to sixty four,some college,some college,white,no,2,own,less than twenty,protestant,very important,NA,acceptance,only a little,only a little,only a little,2,2,1,3,2,1,1,12,36,2,2,2,3,2,3,14,67,2,2,2,2,2,10,50,2,2,1,1,1,2,9,25,no,NA,some,no,some,2,2,1,1,2,2,2,12,24,3,1,1,2,2,3,12,50,1,1,2,2,2,1,9,25,not regularly,no,no,NA,NA,yes,no,NA,NA,NA,part time,not so  accepting,a few,yes,no
not too happy,mostly unfavorable,very unfavorable,very unfavorable,very unfavorable, some, some, some, some, a lot,good,oppose,oppose,always,democrat,moderate,male,divorced,alone,trans gender,yes,females,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,seventy five plus,sixty five plus,high school,high school,white,yes,1,NA,thirty to forty,catholic,somewhat important,NA,NA,only a little,only a little,only a little,2,2,2,3,3,1,1,14,50,3,3,3,2,2,2,15,75,3,3,2,2,2,12,70,2,3,3,1,1,2,12,50,no,NA,a little,no,a few,1,2,2,2,2,2,2,13,29,1,1,1,1,1,1,6,0,1,1,1,1,1,1,6,0,not regularly,NA,no,NA,NA,yes,no,NA,NA,NA,retired,NA,NA,yes,no
not too happy,mostly unfavorable,mostly unfavorable,mostly unfavorable,mostly unfavorable, some, some, some, some, a lot,only fair,strongly oppose,strongly oppose,always,democrat,liberal,male,never married,alone,gay,no,males,14,18,19,yes,no,no change,yes,no,no change,yes,twenty five to thirty four,twenty five to thirty four,bachelor or higher,bachelor or higher,white,yes,1,own,twenty to thirty,catholic,not at all mportant,NA,marital rights,none at all,none at all,none at all,3,2,3,3,3,1,2,17,71,3,2,3,3,2,1,14,67,1,1,3,3,2,10,50,1,1,2,1,1,2,8,17,no,NA,a lot,no,some,1,1,2,2,2,2,2,12,24,1,2,1,1,1,1,7,8,1,2,3,2,2,1,11,42,not regularly,yes,yes,NA,NA,no,NA,NA,NA,not sure,unemployed,NA,NA,yes,no
happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, some, some, a lot,good,strongly oppose,strongly oppose,always,democrat,liberal,female,living with partner,living with partner,lesbian,no,females,13,25,31,yes,yes,stronger,NA,NA,NA,yes,forty five to fifty four,forty five to fifty four,less than high school,high school,white,yes,4,own,forty to fifty,catholic,not too  important,NA,legal rights,only a little,only a little,none at all,3,1,3,3,3,2,2,17,71,3,3,3,3,3,2,17,92,3,1,2,2,2,10,50,2,1,1,1,2,2,9,25,no,NA,a lot,no,a few,1,1,1,1,2,2,2,10,14,1,1,1,1,1,1,6,0,1,2,2,1,1,2,9,25,not regularly,yes,yes,NA,no,yes,no,yes,no,NA,unemployed,NA,NA,yes,yes
